Market,Side,Date,Position Size,Payment,Rate
KAITO,short,2025-11-24 18:00:00,23.3,-0.000454,-0.000029%
MON,short,2025-11-24 17:00:00,607.1,0.014136,0.000931%
APEX,short,2025-11-24 17:00:00,20.9,0.000185,0.000012%
RESOLV,short,2025-11-24 17:00:00,111,0.000188,0.000012%
KAITO,short,2025-11-24 17:00:00,23.3,-0.000943,-0.000062%
MON,short,2025-11-24 16:00:00,607.1,-0.033092,-0.002176%
APEX,short,2025-11-24 16:00:00,20.9,0.000183,0.000012%
RESOLV,short,2025-11-24 16:00:00,111,0.000186,0.000012%
KAITO,short,2025-11-24 16:00:00,23.3,-0.000500,-0.000033%
MON,short,2025-11-23 16:00:00,505.8,0.008994,0.000573%
RESOLV,short,2025-11-23 16:00:00,124,0.000186,0.000012%
PENDLE,short,2025-11-23 16:00:00,11.06,0.000295,0.000012%
POPCAT,short,2025-11-23 16:00:00,167.7,0.000183,0.000012%
MON,short,2025-11-23 15:00:00,505.8,0.003344,0.000223%
RESOLV,short,2025-11-23 15:00:00,124,0.000182,0.000012%
PENDLE,short,2025-11-23 15:00:00,11.06,0.000025,0.000001%
POPCAT,short,2025-11-23 15:00:00,167.7,0.000180,0.000012%
RESOLV,short,2025-11-23 14:00:00,124,0.000790,0.000052%
PENDLE,short,2025-11-23 14:00:00,11.06,0.000198,0.000008%
POPCAT,short,2025-11-23 14:00:00,167.7,0.000182,0.000012%
MON,short,2025-11-23 13:00:00,496.1,0.002217,0.000144%
LINEA,short,2025-11-23 13:00:00,1546,-0.001266,-0.000084%
RESOLV,short,2025-11-23 13:00:00,123,0.000180,0.000012%
POPCAT,short,2025-11-23 13:00:00,166.2,0.000180,0.000012%
MON,short,2025-11-23 12:00:00,502.9,0.004812,0.000319%
ZORA,short,2025-11-23 12:00:00,1105,-0.002842,-0.000049%
POPCAT,short,2025-11-23 12:00:00,167.8,0.000182,0.000012%
BERA,short,2025-11-23 12:00:00,14.7,-0.001896,-0.000125%
MON,short,2025-11-23 01:00:00,522.4,0.005116,0.000342%
AVNT,short,2025-11-23 01:00:00,37.8,-0.002270,-0.000150%
WLFI,long,2025-11-22 22:00:00,109.4,0.001141,-0.000067%
TIA,short,2025-11-22 22:00:00,24.4,0.000182,0.000012%
ZRO,long,2025-11-22 22:00:00,11.9,0.001107,-0.000074%
TON,long,2025-11-22 22:00:00,11.0,0.000578,-0.000034%
WLFI,long,2025-11-22 21:00:00,109.4,0.003092,-0.000180%
TIA,short,2025-11-22 21:00:00,24.4,0.000180,0.000012%
ZRO,long,2025-11-22 21:00:00,11.9,0.002041,-0.000137%
TON,long,2025-11-22 21:00:00,11.0,0.000992,-0.000059%
WLFI,long,2025-11-22 20:00:00,109.4,0.002523,-0.000148%
TIA,short,2025-11-22 20:00:00,24.4,0.000182,0.000012%
ZRO,long,2025-11-22 20:00:00,11.9,0.002386,-0.000160%
TON,long,2025-11-22 20:00:00,11.0,0.000955,-0.000057%
WLFI,long,2025-11-22 19:00:00,109.4,0.001888,-0.000112%
TIA,short,2025-11-22 19:00:00,24.4,0.000182,0.000012%
ZRO,long,2025-11-22 19:00:00,11.9,0.002455,-0.000164%
TON,long,2025-11-22 19:00:00,11.0,0.000817,-0.000049%
WLFI,long,2025-11-22 18:00:00,109.4,0.001869,-0.000113%
TIA,short,2025-11-22 18:00:00,24.4,0.000183,0.000012%
ZRO,long,2025-11-22 18:00:00,11.9,0.002735,-0.000182%
TON,long,2025-11-22 18:00:00,11.0,0.000865,-0.000052%
WLFI,long,2025-11-22 17:00:00,109.4,0.002877,-0.000174%
TIA,short,2025-11-22 17:00:00,24.4,0.000182,0.000012%
ZRO,long,2025-11-22 17:00:00,11.9,0.001812,-0.000120%
TON,long,2025-11-22 17:00:00,11.0,0.000800,-0.000048%
AVNT,short,2025-11-22 15:00:00,38.9,-0.000667,-0.000044%
LINEA,short,2025-11-22 15:00:00,1604,-0.000590,-0.000039%
WLFI,long,2025-11-22 15:00:00,109.4,0.003240,-0.000203%
WLD,long,2025-11-22 15:00:00,24.9,0.000538,-0.000036%
AVNT,short,2025-11-22 10:00:00,38.5,0.000061,0.000004%
LINEA,short,2025-11-22 10:00:00,1616,-0.000105,-0.000007%
RESOLV,short,2025-11-22 10:00:00,117,0.000182,0.000012%
AVAX,long,2025-11-22 10:00:00,1.13,0.000555,-0.000037%
WLD,long,2025-11-21 23:00:00,25.5,0.000440,-0.000030%
LINEA,short,2025-11-21 22:00:00,1561,0.000181,0.000012%
AERO,long,2025-11-21 22:00:00,22.2,0.000763,-0.000051%
RESOLV,short,2025-11-21 22:00:00,120,0.000184,0.000012%
KAITO,short,2025-11-21 22:00:00,22.3,-0.001780,-0.000118%
RESOLV,short,2025-11-21 21:00:00,125,0.000189,0.000012%
EIGEN,short,2025-11-21 21:00:00,26.4,0.000183,0.000012%
KAITO,short,2025-11-21 21:00:00,23.0,-0.001515,-0.000100%
FARTCOIN,short,2025-11-21 21:00:00,66.3,0.000173,0.000012%
RESOLV,short,2025-11-21 20:00:00,125,0.000188,0.000012%
EIGEN,short,2025-11-21 20:00:00,26.4,0.000186,0.000012%
BNB,short,2025-11-21 20:00:00,0.02,0.000809,0.000049%
FARTCOIN,short,2025-11-21 20:00:00,66.3,0.000181,0.000012%
RESOLV,short,2025-11-21 19:00:00,125,0.000189,0.000012%
EIGEN,short,2025-11-21 19:00:00,26.4,0.000189,0.000012%
BNB,short,2025-11-21 19:00:00,0.02,0.000381,0.000023%
FARTCOIN,short,2025-11-21 19:00:00,66.3,0.000185,0.000012%
RESOLV,short,2025-11-21 18:00:00,125,0.000191,0.000012%
EIGEN,short,2025-11-21 18:00:00,26.4,0.000188,0.000012%
BNB,short,2025-11-21 18:00:00,0.02,0.000715,0.000043%
FARTCOIN,short,2025-11-21 18:00:00,66.3,0.000188,0.000012%
RESOLV,short,2025-11-21 17:00:00,125,0.000187,0.000012%
EIGEN,short,2025-11-21 17:00:00,26.4,0.000188,0.000012%
BNB,short,2025-11-21 17:00:00,0.02,0.000795,0.000048%
FARTCOIN,short,2025-11-21 17:00:00,66.3,0.000186,0.000012%
AVNT,short,2025-11-21 15:00:00,37.6,-0.001345,-0.000090%
KAITO,short,2025-11-21 15:00:00,22.8,-0.000137,-0.000009%
SEI,long,2025-11-21 15:00:00,113.0,0.000214,-0.000014%
1000BONK,long,2025-11-21 15:00:00,1675,-0.000183,0.000012%
LINEA,long,2025-11-21 14:00:00,1574,-0.000178,0.000012%
1000BONK,long,2025-11-21 14:00:00,1665,-0.000179,0.000012%
DOGE,long,2025-11-21 14:00:00,110,-0.000184,0.000012%
APT,long,2025-11-21 13:00:00,5.44,0.000041,-0.000003%
1000SHIB,long,2025-11-21 13:00:00,1805,-0.000169,0.000012%
DOGE,long,2025-11-21 13:00:00,110,-0.000183,0.000012%
SOL,long,2025-11-21 13:00:00,0.112,0.000552,-0.000039%
APT,long,2025-11-21 12:00:00,5.44,0.000670,-0.000050%
1000SHIB,long,2025-11-21 12:00:00,1805,-0.000166,0.000012%
DOGE,long,2025-11-21 12:00:00,110,-0.000180,0.000012%
SOL,long,2025-11-21 12:00:00,0.112,0.000599,-0.000043%
APT,long,2025-11-21 11:00:00,5.44,0.000272,-0.000020%
1000SHIB,long,2025-11-21 11:00:00,1805,-0.000168,0.000012%
DOGE,long,2025-11-21 11:00:00,110,-0.000181,0.000012%
SOL,long,2025-11-21 11:00:00,0.112,0.000631,-0.000045%
APT,long,2025-11-21 10:00:00,5.44,0.000719,-0.000053%
1000SHIB,long,2025-11-21 10:00:00,1805,0.000324,-0.000023%
DOGE,long,2025-11-21 10:00:00,110,-0.000181,0.000012%
SOL,long,2025-11-21 10:00:00,0.112,0.000563,-0.000040%
APT,long,2025-11-21 09:00:00,5.44,0.000444,-0.000032%
1000SHIB,long,2025-11-21 09:00:00,1805,0.000402,-0.000028%
DOGE,long,2025-11-21 09:00:00,110,-0.000185,0.000012%
SOL,long,2025-11-21 09:00:00,0.112,0.000790,-0.000055%
APT,long,2025-11-21 08:00:00,5.44,-0.000165,0.000012%
1000SHIB,long,2025-11-21 08:00:00,1805,-0.000170,0.000012%
DOGE,long,2025-11-21 08:00:00,110,-0.000185,0.000012%
SOL,long,2025-11-21 08:00:00,0.112,0.000486,-0.000034%
APT,long,2025-11-21 07:00:00,5.44,-0.000174,0.000012%
1000SHIB,long,2025-11-21 07:00:00,1805,-0.000176,0.000012%
DOGE,long,2025-11-21 07:00:00,110,-0.000192,0.000012%
SOL,long,2025-11-21 07:00:00,0.112,0.000015,-0.000001%
APT,long,2025-11-21 06:00:00,5.44,-0.000174,0.000012%
1000SHIB,long,2025-11-21 06:00:00,1805,-0.000175,0.000012%
DOGE,long,2025-11-21 06:00:00,110,-0.000193,0.000012%
SOL,long,2025-11-21 06:00:00,0.112,0.000000,0.000000%
APT,long,2025-11-21 05:00:00,5.44,-0.000176,0.000012%
1000SHIB,long,2025-11-21 05:00:00,1805,-0.000177,0.000012%
DOGE,long,2025-11-21 05:00:00,110,-0.000194,0.000012%
SOL,long,2025-11-21 05:00:00,0.112,0.000119,-0.000008%
APT,long,2025-11-21 04:00:00,5.44,-0.000177,0.000012%
1000SHIB,long,2025-11-21 04:00:00,1805,-0.000177,0.000012%
DOGE,long,2025-11-21 04:00:00,110,-0.000193,0.000012%
SOL,long,2025-11-21 04:00:00,0.112,0.000238,-0.000016%
APT,long,2025-11-21 03:00:00,5.44,-0.000178,0.000012%
1000SHIB,long,2025-11-21 03:00:00,1805,-0.000176,0.000012%
DOGE,long,2025-11-21 03:00:00,110,-0.000191,0.000012%
SOL,long,2025-11-21 03:00:00,0.112,-0.000117,0.000008%
APT,long,2025-11-21 02:00:00,5.44,-0.000182,0.000012%
1000SHIB,long,2025-11-21 02:00:00,1805,0.000016,-0.000001%
DOGE,long,2025-11-21 02:00:00,110,-0.000197,0.000012%
SOL,long,2025-11-21 02:00:00,0.112,-0.000090,0.000006%
APT,long,2025-11-21 01:00:00,5.44,-0.000180,0.000012%
1000SHIB,long,2025-11-21 01:00:00,1805,-0.000090,0.000006%
DOGE,long,2025-11-21 01:00:00,110,-0.000197,0.000012%
SOL,long,2025-11-21 01:00:00,0.112,0.000000,0.000000%
APT,long,2025-11-21 00:00:00,5.44,-0.000178,0.000012%
1000SHIB,long,2025-11-21 00:00:00,1805,0.000313,-0.000021%
DOGE,long,2025-11-21 00:00:00,110,-0.000196,0.000012%
SOL,long,2025-11-21 00:00:00,0.112,0.000030,-0.000002%
APT,long,2025-11-20 23:00:00,5.44,-0.000183,0.000012%
1000SHIB,long,2025-11-20 23:00:00,1805,-0.000182,0.000012%
DOGE,long,2025-11-20 23:00:00,110,-0.000201,0.000012%
SOL,long,2025-11-20 23:00:00,0.112,0.000184,-0.000012%
APT,long,2025-11-20 22:00:00,5.44,-0.000181,0.000012%
1000SHIB,long,2025-11-20 22:00:00,1805,-0.000181,0.000012%
DOGE,long,2025-11-20 22:00:00,110,-0.000199,0.000012%
SOL,long,2025-11-20 22:00:00,0.112,0.000181,-0.000012%
APEX,long,2025-11-20 17:00:00,18.8,-0.000172,0.000012%
ONDO,long,2025-11-20 17:00:00,27.8,-0.000169,0.000012%
FARTCOIN,long,2025-11-20 17:00:00,49.9,-0.000158,0.000012%
1000BONK,long,2025-11-20 17:00:00,1439,-0.000167,0.000012%
APEX,long,2025-11-20 16:00:00,18.8,-0.000952,0.000065%
ONDO,long,2025-11-20 16:00:00,27.8,-0.000176,0.000012%
FARTCOIN,long,2025-11-20 16:00:00,49.9,-0.000348,0.000024%
1000BONK,long,2025-11-20 16:00:00,1439,-0.000175,0.000012%
APEX,short,2025-11-20 13:00:00,18.9,0.002481,0.000162%
APEX,short,2025-11-20 12:00:00,18.9,0.002832,0.000186%
BERA,long,2025-11-20 11:00:00,12.7,0.002143,-0.000144%
APEX,long,2025-11-20 10:00:00,50.2,-0.007150,0.000181%
AVNT,short,2025-11-20 10:00:00,47.1,-0.000562,-0.000028%
RESOLV,long,2025-11-20 10:00:00,157,-0.000237,0.000012%
ARB,long,2025-11-20 10:00:00,84.7,-0.000238,0.000012%
EIGEN,long,2025-11-20 10:00:00,89.8,-0.002666,0.000045%
FARTCOIN,long,2025-11-20 10:00:00,132.6,-0.002119,0.000054%
BERA,short,2025-11-20 10:00:00,0.4,-0.000052,-0.000110%
ARB,long,2025-11-20 01:00:00,341.8,-0.000936,0.000012%
AVAX,long,2025-11-20 01:00:00,3.84,-0.000656,0.000012%
SOL,long,2025-11-20 01:00:00,0.299,0.000495,-0.000012%
BTC,long,2025-11-20 01:00:00,0.00126,-0.001389,0.000012%
ETH,long,2025-11-20 01:00:00,0.0169,-0.000612,0.000012%
AVAX,long,2025-11-20 00:00:00,3.30,-0.000565,0.000012%
SOL,long,2025-11-20 00:00:00,0.319,0.000700,-0.000016%
ARB,long,2025-11-19 23:00:00,250.1,-0.000679,0.000012%
AVAX,long,2025-11-19 23:00:00,3.89,-0.000663,0.000012%
SOL,long,2025-11-19 23:00:00,0.336,0.001549,-0.000034%
ETH,long,2025-11-19 23:00:00,0.0195,-0.000698,0.000012%
ARB,long,2025-11-19 22:00:00,406.5,-0.001111,0.000012%
AVAX,long,2025-11-19 22:00:00,6.12,-0.001046,0.000012%
SOL,long,2025-11-19 22:00:00,0.701,0.000380,-0.000004%
BTC,long,2025-11-19 22:00:00,0.00064,-0.000695,0.000012%
FARTCOIN,long,2025-11-19 20:00:00,83.1,-0.000714,0.000036%
TON,long,2025-11-19 20:00:00,11.7,-0.000238,0.000012%
SPX,long,2025-11-19 19:00:00,41.0,-0.000236,0.000012%
ZORA,short,2025-11-19 13:00:00,1005,-0.023317,-0.000468%
KAITO,short,2025-11-19 13:00:00,25.6,-0.008219,-0.000416%
ZORA,short,2025-11-19 12:00:00,1005,-0.027084,-0.000541%
KAITO,short,2025-11-19 12:00:00,25.6,-0.011443,-0.000571%
ZORA,short,2025-11-19 11:00:00,1005,-0.022659,-0.000450%
AVNT,short,2025-11-18 21:00:00,45.3,-0.001268,-0.000063%
KAITO,short,2025-11-18 21:00:00,25.2,-0.004916,-0.000245%
AVNT,short,2025-11-18 20:00:00,44.6,-0.003056,-0.000153%
IP,short,2025-11-18 20:00:00,10.05,-0.002811,-0.000099%
KAITO,short,2025-11-18 20:00:00,25.2,-0.004302,-0.000213%
WLD,short,2025-11-18 20:00:00,29.2,-0.000866,-0.000043%
KAITO,short,2025-11-18 19:00:00,25.2,-0.004920,-0.000241%
WLD,short,2025-11-18 19:00:00,29.2,-0.000943,-0.000047%
KAITO,short,2025-11-18 18:00:00,25.2,-0.004548,-0.000224%
WLD,short,2025-11-18 18:00:00,29.2,-0.000680,-0.000034%
EIGEN,long,2025-11-18 16:00:00,60.0,-0.000492,0.000012%
EIGEN,long,2025-11-18 15:00:00,60.0,-0.001448,0.000037%
EIGEN,long,2025-11-18 14:00:00,60.0,-0.002458,0.000063%
EIGEN,long,2025-11-18 13:00:00,60.0,-0.002198,0.000056%
EIGEN,long,2025-11-18 12:00:00,60.0,-0.002109,0.000054%
EIGEN,long,2025-11-18 11:00:00,60.0,-0.002009,0.000051%
EIGEN,long,2025-11-18 10:00:00,60.0,-0.002404,0.000061%
EIGEN,long,2025-11-18 09:00:00,60.0,-0.001773,0.000045%
EIGEN,long,2025-11-18 08:00:00,60.0,-0.002172,0.000056%
EIGEN,long,2025-11-18 07:00:00,60.0,-0.000464,0.000012%
EIGEN,long,2025-11-18 06:00:00,60.0,-0.000706,0.000018%
STRK,long,2025-11-18 05:00:00,228.6,-0.000505,0.000012%
LINEA,long,2025-11-18 05:00:00,1974,-0.000241,0.000012%
XPL,long,2025-11-18 05:00:00,82.9,-0.000244,0.000012%
EIGEN,long,2025-11-18 05:00:00,92.4,-0.002722,0.000045%
UNI,long,2025-11-18 05:00:00,2.68,-0.000833,0.000042%
AAVE,long,2025-11-18 05:00:00,0.117,-0.000677,0.000034%
TAO,long,2025-11-18 05:00:00,0.495,-0.010867,0.000068%
STRK,long,2025-11-18 04:00:00,228.6,-0.000508,0.000012%
LINEA,long,2025-11-18 04:00:00,1974,-0.000239,0.000012%
XPL,long,2025-11-18 04:00:00,82.9,-0.000256,0.000012%
EIGEN,long,2025-11-18 04:00:00,92.4,-0.003661,0.000061%
UNI,long,2025-11-18 04:00:00,2.68,-0.002012,0.000100%
AAVE,long,2025-11-18 04:00:00,0.117,-0.000337,0.000017%
TAO,long,2025-11-18 04:00:00,0.495,-0.011083,0.000069%
LINEA,long,2025-11-18 03:00:00,1974,-0.000236,0.000012%
XPL,long,2025-11-18 03:00:00,82.9,-0.000245,0.000012%
UNI,long,2025-11-18 03:00:00,2.68,-0.001750,0.000088%
AAVE,long,2025-11-18 03:00:00,0.117,-0.000451,0.000023%
TAO,long,2025-11-18 03:00:00,0.396,-0.008861,0.000070%
XPL,long,2025-11-18 02:00:00,82.9,-0.000245,0.000012%
UNI,long,2025-11-18 02:00:00,2.68,-0.002668,0.000135%
AAVE,long,2025-11-18 02:00:00,0.117,-0.000551,0.000028%
TAO,long,2025-11-18 02:00:00,0.198,-0.004407,0.000070%
XPL,long,2025-11-18 01:00:00,82.9,-0.000248,0.000012%
AAVE,long,2025-11-18 01:00:00,0.117,-0.000374,0.000019%
TAO,long,2025-11-18 01:00:00,0.099,-0.002797,0.000090%
XPL,long,2025-11-18 00:00:00,82.9,-0.000242,0.000012%
AAVE,long,2025-11-18 00:00:00,0.117,-0.000573,0.000029%
XPL,long,2025-11-17 23:00:00,82.9,-0.000240,0.000012%
AAVE,long,2025-11-17 23:00:00,0.117,-0.000866,0.000044%
EIGEN,long,2025-11-17 22:00:00,31.7,-0.000733,0.000037%
APEX,long,2025-11-17 21:00:00,26.2,-0.000235,0.000012%
AVNT,short,2025-11-17 21:00:00,48.1,-0.001336,-0.000066%
WLFI,short,2025-11-17 21:00:00,148.3,-0.004423,-0.000219%
GRASS,long,2025-11-17 21:00:00,72.7,-0.000238,0.000012%
S,long,2025-11-17 21:00:00,168.8,-0.000238,0.000012%
IP,short,2025-11-17 21:00:00,10.05,-0.000868,-0.000031%
KAITO,short,2025-11-17 21:00:00,24.0,-0.060320,-0.002946%
SEI,short,2025-11-17 21:00:00,135.3,-0.000583,-0.000029%
UNI,long,2025-11-17 21:00:00,2.76,-0.001167,0.000059%
POPCAT,long,2025-11-17 21:00:00,192.5,-0.000238,0.000012%
FARTCOIN,long,2025-11-17 21:00:00,83.6,-0.000713,0.000036%
BERA,long,2025-11-17 21:00:00,15.4,-0.000237,0.000012%
1000BONK,long,2025-11-17 21:00:00,1975,-0.000238,0.000012%
TAO,long,2025-11-17 21:00:00,0.099,-0.001512,0.000049%
NEAR,long,2025-11-17 21:00:00,9.9,-0.000262,0.000012%
LINK,long,2025-11-17 21:00:00,1.5,-0.000238,0.000012%
SOL,short,2025-11-17 21:00:00,0.154,-0.000763,-0.000038%
AVNT,short,2025-11-17 20:00:00,0.9,-0.000028,-0.000075%
ZORA,short,2025-11-17 20:00:00,9,-0.000366,-0.000812%
WLD,short,2025-11-17 20:00:00,0.5,0.000004,0.000012%
AVNT,short,2025-11-17 19:00:00,166.1,-0.015363,-0.000218%
ZORA,short,2025-11-17 19:00:00,1527,-0.061877,-0.000809%
WLD,short,2025-11-17 19:00:00,0.5,-0.000001,-0.000004%
AVNT,short,2025-11-17 18:00:00,166.1,-0.019296,-0.000270%
ZORA,short,2025-11-17 18:00:00,1527,-0.046865,-0.000612%
WLD,short,2025-11-17 18:00:00,0.5,-0.000001,-0.000004%
AVNT,short,2025-11-17 17:00:00,166.1,-0.019643,-0.000266%
ZORA,short,2025-11-17 17:00:00,1527,-0.046563,-0.000595%
WLD,short,2025-11-17 17:00:00,0.5,0.000005,0.000012%
AVNT,short,2025-11-17 16:00:00,166.1,-0.013684,-0.000189%
ZORA,short,2025-11-17 16:00:00,1527,-0.057308,-0.000721%
WLD,short,2025-11-17 16:00:00,0.5,0.000005,0.000012%
AVNT,short,2025-11-17 15:00:00,166.1,-0.010562,-0.000142%
ZORA,short,2025-11-17 15:00:00,1527,-0.048008,-0.000605%
WLD,short,2025-11-17 15:00:00,0.5,0.000005,0.000012%
AVNT,short,2025-11-17 14:00:00,163.8,-0.011182,-0.000155%
ZORA,short,2025-11-17 14:00:00,1509,-0.029193,-0.000388%
WLD,short,2025-11-17 14:00:00,112.3,0.000374,0.000005%
AVNT,short,2025-11-17 13:00:00,163.8,-0.013826,-0.000184%
ZORA,short,2025-11-17 13:00:00,1509,-0.022002,-0.000290%
WLD,short,2025-11-17 13:00:00,112.3,-0.000764,-0.000010%
AVNT,short,2025-11-17 12:00:00,163.8,-0.011097,-0.000147%
ZORA,short,2025-11-17 12:00:00,1509,-0.017464,-0.000231%
WLD,short,2025-11-17 12:00:00,112.3,0.000231,0.000003%
AVNT,short,2025-11-17 11:00:00,163.8,-0.013161,-0.000174%
ZORA,short,2025-11-17 11:00:00,1509,-0.022946,-0.000306%
WLD,short,2025-11-17 11:00:00,112.3,0.000843,0.000011%
AVNT,short,2025-11-17 10:00:00,163.8,-0.009307,-0.000124%
ZORA,short,2025-11-17 10:00:00,1509,-0.028967,-0.000384%
WLD,short,2025-11-17 10:00:00,112.3,-0.000383,-0.000005%
AVNT,short,2025-11-17 09:00:00,163.8,-0.014162,-0.000187%
ZORA,short,2025-11-17 09:00:00,1509,-0.028316,-0.000375%
WLD,short,2025-11-17 09:00:00,112.3,-0.000842,-0.000011%
AVNT,short,2025-11-17 08:00:00,163.8,-0.034246,-0.000452%
ZORA,short,2025-11-17 08:00:00,1509,-0.036597,-0.000481%
WLD,short,2025-11-17 08:00:00,112.3,0.000000,0.000000%
AVNT,short,2025-11-17 07:00:00,163.8,-0.036058,-0.000479%
ZORA,short,2025-11-17 07:00:00,1509,-0.038793,-0.000511%
WLD,short,2025-11-17 07:00:00,112.3,-0.000229,-0.000003%
AVNT,short,2025-11-17 06:00:00,163.8,-0.026443,-0.000353%
ZORA,short,2025-11-17 06:00:00,1509,-0.035373,-0.000467%
WLD,short,2025-11-17 06:00:00,112.3,-0.001298,-0.000017%
AVNT,short,2025-11-17 05:00:00,163.8,-0.030190,-0.000403%
ZORA,short,2025-11-17 05:00:00,1491,-0.033070,-0.000438%
WLD,short,2025-11-17 05:00:00,112.3,-0.000459,-0.000006%
AVNT,short,2025-11-17 04:00:00,163.8,-0.028981,-0.000383%
ZORA,short,2025-11-17 04:00:00,1491,-0.042633,-0.000563%
WLD,short,2025-11-17 04:00:00,112.3,-0.003063,-0.000040%
AVNT,short,2025-11-17 03:00:00,163.8,-0.027131,-0.000362%
ZORA,short,2025-11-17 03:00:00,1491,-0.044677,-0.000588%
WLD,short,2025-11-17 03:00:00,112.3,-0.003877,-0.000051%
AVNT,short,2025-11-17 02:00:00,163.8,-0.027747,-0.000372%
ZORA,short,2025-11-17 02:00:00,1491,-0.052742,-0.000702%
WLD,short,2025-11-17 02:00:00,112.3,-0.003330,-0.000044%
AVNT,short,2025-11-17 01:00:00,163.8,-0.041089,-0.000549%
ZORA,short,2025-11-17 01:00:00,1491,-0.058995,-0.000776%
WLD,short,2025-11-17 01:00:00,112.3,-0.001520,-0.000020%
AVNT,short,2025-11-17 00:00:00,162.2,-0.075735,-0.000997%
ZORA,short,2025-11-17 00:00:00,1532,-0.024417,-0.000312%
WLD,short,2025-11-17 00:00:00,112.3,-0.003098,-0.000041%
AVNT,short,2025-11-16 23:00:00,166.6,-0.061334,-0.000806%
ZORA,short,2025-11-16 23:00:00,1532,-0.025886,-0.000334%
WLD,short,2025-11-16 23:00:00,112.3,-0.003089,-0.000041%
AVNT,short,2025-11-16 22:00:00,166.6,-0.038638,-0.000516%
ZORA,short,2025-11-16 22:00:00,1512,-0.038861,-0.000513%
IP,short,2025-11-16 22:00:00,26.19,-0.012404,-0.000162%
AVNT,short,2025-11-16 21:00:00,166.6,-0.040912,-0.000541%
WLFI,short,2025-11-16 21:00:00,530.7,-0.008008,-0.000106%
ZORA,short,2025-11-16 21:00:00,1488,-0.043945,-0.000580%
AVNT,short,2025-11-16 20:00:00,164.7,-0.054020,-0.000717%
ZORA,short,2025-11-16 20:00:00,1490,-0.035418,-0.000466%
IP,short,2025-11-16 20:00:00,25.89,-0.011942,-0.000158%
AVNT,short,2025-11-16 18:00:00,22.4,-0.003632,-0.000355%
ZORA,short,2025-11-16 18:00:00,1059,-0.015031,-0.000276%
RESOLV,short,2025-11-16 18:00:00,108,-0.023444,-0.001129%
PUMP,long,2025-11-16 18:00:00,8938,-0.001343,0.000045%
TRX,short,2025-11-16 18:00:00,106.1,-0.001327,-0.000043%
IP,short,2025-11-16 18:00:00,10.62,-0.006766,-0.000218%
BERA,short,2025-11-16 18:00:00,10.7,-0.001454,-0.000101%
TAO,long,2025-11-16 18:00:00,0.104,-0.001052,0.000032%
AVNT,short,2025-11-16 17:00:00,66.3,-0.010000,-0.000332%
PUMP,long,2025-11-16 17:00:00,4397,-0.000727,0.000050%
APT,short,2025-11-16 17:00:00,5.33,0.000179,0.000012%
BERA,short,2025-11-16 17:00:00,11.1,-0.000639,-0.000043%
WLD,short,2025-11-16 17:00:00,22.6,-0.000435,-0.000029%
EDEN,short,2025-11-16 12:00:00,157.7,0.000605,0.000041%
UNI,short,2025-11-16 11:00:00,5.70,0.002411,0.000054%
HYPE,short,2025-11-16 11:00:00,1.00,0.002322,0.000058%
BTC,short,2025-11-15 23:00:00,0.00627,0.007195,0.000012%
